id,group,title,states,is_active,supersedes,bodyText,rule_type,content_type,verification_status,notes
early-termination,Default & Termination,Early Termination,CO,TRUE,,"Tenant may terminate this Lease before the end of the Term by providing Landlord at least 30 days' written notice. Tenant will pay an early termination fee equal to one month's Rent ({{monthly_rent}}) or 30% of the remaining Rent due under the Term, whichever is greater, and remains responsible for Rent and other obligations up to the termination date. Landlord may terminate this Lease early by providing Tenant at least 30 days' written notice if Tenant breaches a material term of this Lease and fails to cure the breach within 10 days of receiving written notice, or if Tenant vacates or abandons the property without notifying Landlord. Nothing in this Section limits any right either party has under applicable law, including a Tenant's right to terminate without penalty due to active military service under the Servicemembers Civil Relief Act, due to the property becoming uninhabitable through no fault of Tenant, or, except as prohibited by law in the case of a Tenant's death, any other termination right or limitation provided by applicable law.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself EDITED this session
holdover,Default & Termination,Holdover Tenancy,CO,TRUE,,"If Tenant does not vacate the property by the end of the Term, Landlord may pursue any remedy allowed by applicable law to recover possession, and will be entitled to recover from Tenant double the Monthly Rent, prorated on a daily basis, for each day Tenant remains in possession after the end of the Term (or the maximum amount allowed under applicable law, if less). Alternatively, Landlord may accept Tenant's continued payment of Rent, in which case this Lease will be deemed to continue on a month-to-month basis on the same terms and conditions, terminable by either party upon written notice as required by applicable law.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
month-to-month-notice-ca,Default & Termination,Month-to-Month Termination Notice,CA,FALSE,,"Either Landlord or Tenant may terminate a month-to-month tenancy under this Lease by providing written notice: at least 30 days if Tenant has occupied the property for less than one year, or at least 60 days if Tenant has occupied the property for one year or more, as required by California law.",CONSTRAINED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
notices,Notices & General,Notices,CO,TRUE,,"Any notice of termination, notice of default, or other notice required to be given in writing under this Lease or applicable law will be delivered to the addresses specified in this Lease, or to any updated address either party provides in writing to the other.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
governing-law,Notices & General,Governing Law,CO,TRUE,,"This Lease will be governed by the laws of the State of {{state}}, and any additional applicable laws of the city or county in which the property is located.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
severability,Notices & General,Severability,CO,TRUE,,"If any provision of this Agreement shall be held or made invalid by a court decision, statute or rule, or shall be otherwise rendered invalid, the remainder of this Agreement shall not be affected thereby.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
tenants-property-insurance,Notices & General,Tenant's Property & Renter's Insurance,CO,TRUE,,"Landlord's insurance does not cover loss or damage to Tenant's personal property, and Landlord is not liable for any such loss or damage. Tenant will obtain and maintain renter's insurance covering Tenant's personal property and liability throughout the Term, with liability coverage of at least {{tenant_insurance_minimum}}, and will provide Landlord with evidence of coverage upon request.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
entire-agreement,Notices & General,Entire Agreement,CO,TRUE,,"This Lease, along with any attached addenda and legal disclosures, contains the entire agreement between Landlord and Tenant and may not be changed except in writing signed by all parties. This Lease is binding on and inures to the benefit of the permitted heirs, legal representatives, and assigns of the parties.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
addendum-precedence,Notices & General,Addendum Precedence,CO,TRUE,,Tenant acknowledges that the legal disclosures and addenda attached to this Lease are part of this legal agreement. The terms of this Lease will control in the event of any conflict between the terms of an Addendum and the terms of this Lease.,RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
electronic-signatures,Notices & General,Electronic Signatures,CO,TRUE,,All individuals indicated in the Basic Terms as comprising Tenant will sign this Lease and related attached Addenda where indicated. Each of Landlord and Tenant consents to the other party's execution of this Lease by electronic signature. Delivery of this Lease containing the electronic signature of a party or otherwise by facsimile through electronic means or as a digital copy will have the same full force and effect as a manually executed original version.,RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
pet-policy,Pets,Pets,CO,TRUE,,"Tenant may keep only pets identified in writing to and approved by Landlord. Tenant will pay Landlord a pet deposit, if applicable, and pet rent of {{pet_rent_amount}} per month. Tenant is responsible for all damage, waste removal, odor, and disturbance caused by a pet, and will indemnify Landlord from claims arising from Tenant's pet(s). Landlord may revoke approval of a pet that becomes a nuisance or safety concern, and may enter the property and remove a pet, without liability to Tenant, if the pet becomes vicious or displays symptoms of severe illness, or if Tenant dies, becomes incapacitated, or is otherwise unable to care for the pet and Landlord believes in good faith that the pet is being abused or neglected.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
pet-insurance-requirement,Pets,Pet Insurance Requirement,CO,TRUE,,"If Tenant keeps an approved pet at the property, Tenant will maintain renter's insurance that includes coverage for pet-related liability, and will name Landlord as an interested party on the policy upon Landlord's request.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
parking,Parking & Storage,Parking,CO,TRUE,,"Tenant may park only in the area(s) designated by Landlord, subject to any parking rules or addendum attached to this Lease. Landlord does not provide security for the parking area and is not liable for damage to or theft of a vehicle or its contents.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
assigned-parking-space,Parking & Storage,Assigned Parking Space(s),CO,TRUE,,Tenant is assigned the following parking space(s) for Tenant's exclusive use during the Term: [identify assigned space number(s)/location here]. Landlord may reassign a different space of comparable convenience on reasonable notice to Tenant.,RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
parking-vehicle-rules,Parking & Storage,Parking & Vehicle Requirements,CO,TRUE,,"Only operable, currently registered passenger vehicles may be parked at the property; commercial vehicles, recreational vehicles, trailers, and oversized vehicles are not permitted without Landlord's prior written consent. Landlord may require Tenant to provide vehicle registration information and may issue parking tags, decals, or access cards, the cost of which may be charged to Tenant. Landlord may have a vehicle towed, at the vehicle owner's expense, if it is illegally parked, abandoned, inoperable, or has expired registration. Vehicle repairs are not permitted at the property except minor emergency repairs necessary to move the vehicle, and vehicles may be washed only in areas Landlord designates, if any.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
storage-space,Parking & Storage,Storage Space,CO,TRUE,,"Tenant is assigned the following storage space for Tenant's exclusive use during the Term: [identify storage space/location here]. Tenant will not store any hazardous, flammable, or perishable materials in the storage space, and Landlord is not liable for damage to or theft of items stored there.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
keys,Rules & Regulations,Keys,CO,TRUE,,"At the start of the Term, Tenant will receive the keys specified by Landlord and will sign a receipt acknowledging the number and type of keys provided. Tenant will return all keys to Landlord at the end of the Term. If Tenant fails to return all keys or requires a replacement, Landlord may re-key the applicable locks and charge the cost to Tenant. Tenant may not duplicate keys without Landlord's consent.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
guest-policy,Rules & Regulations,Guest Policy,CO,TRUE,,"Guests are welcome for reasonable, non-continuous stays. A guest who stays beyond the period specified by Landlord within a given time frame will be considered an unauthorized occupant and subject to Landlord's prior written consent under this Lease's occupancy terms.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
guest-policy-day-limit,Rules & Regulations,Guest Policy (14-Day Limit),CO,TRUE,,"Tenant will not permit a guest to stay at the property for more than 14 consecutive days, or more than 14 total days within any rolling 6-month period, without Landlord's prior written consent to add that person to this Lease as an occupant or Tenant.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
common-area-use,Rules & Regulations,Use of Property & Common Areas,CO,TRUE,,"Tenant will not, without Landlord's written consent, drill holes, use nails, hooks, or screws on the property, or fasten anything to its fixtures, appliances, or interior or exterior surfaces. Tenant will comply with any weight restrictions on balconies or porches and will not use them to store personal belongings without Landlord's consent. Tenant will not keep a waterbed or other water-filled furniture at the property, or any item (such as a piano or safe) whose weight Landlord has not agreed is reasonable for the floor, without Landlord's prior written consent. Tenant will not burn wax candles at the property. Tenant will not post or display any sign, banner, or advertisement visible from outside the property without Landlord's consent.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
fire-safety-grilling,Rules & Regulations,Fire Safety & Grilling,CO,TRUE,,"Tenant will not cook or use a barbecue, grill, or other open-flame device on a porch, balcony, or within 15 feet of any building, and will not keep or use any flammable chemical or other material at the property that increases the risk of fire, except in quantities and manner consistent with normal household use.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
landscaping-irrigation,Rules & Regulations,Landscaping & Irrigation,CO,TRUE,,"Unless Landlord provides landscaping service, Tenant is responsible for reasonable upkeep of the property's landscaping, including lawn mowing and leaf raking. If Landlord has set an irrigation schedule, Tenant will not modify it, and will promptly inform Landlord of any irrigation or landscaping issue, such as a leak or watering deficiency.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
snow-removal,Rules & Regulations,Snow Removal,CO,TRUE,,"Unless Landlord provides snow removal service, Tenant is responsible for prompt, reasonable removal of snow and ice from any walkway, driveway, porch, or entrance at the property that Tenant uses, to help keep those areas safe and passable.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
inspection-rights,Rules & Regulations,Inspection Rights,CO,TRUE,,"Tenant will allow Landlord to perform periodic inspections of the property during the Term, and at move-out, upon reasonable notice consistent with this Lease's Access & Entry terms.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
lead-based-paint,Disclosures,Lead-Based Paint Disclosure,CO,TRUE,,"Housing built before 1978 may contain lead-based paint. Lead from paint, paint chips, and dust can pose health hazards if not managed properly, and is especially harmful to young children and pregnant women. If the property was built before 1978, Landlord must disclose any known lead-based paint or lead-based paint hazards, and Tenant must receive a copy of the federally approved pamphlet, Protect Your Family from Lead in Your Home. By signing this Lease, Tenant acknowledges receipt of any required disclosures and the pamphlet.",REQUIRED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
hoa-compliance,Disclosures,Homeowner / Condominium Association Compliance,CO,TRUE,,"If the property is located within a homeowner or condominium association, Tenant will comply with the association's rules and regulations applicable to the property. Any fines incurred due to Tenant's violation of association rules will be Tenant's responsibility.",RECOMMENDED,LEASE_CLAUSE,VERIFIED,CO added - verified this session (statute walk + full-library audit; content itself unchanged
bed-bug-disclosure-co,Disclosures,Bed Bug Disclosure,CO,TRUE,,"As required by Colorado law, Landlord discloses the property's bed bug history within the past 8 months, if any: [describe any known infestation and treatment, or state 'none known']. Tenant acknowledges receipt of this disclosure.",REQUIRED,LEASE_CLAUSE,VERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session | Re-verified 2026-08-20: figures confirmed current and accurate, no change needed."
utility-submetering-disclosure-co,Disclosures,Utility Allocation Disclosure,CO,TRUE,,"If utilities at the property are not individually metered and Tenant's utility charges are calculated using a ratio or formula rather than a dedicated meter, Landlord will clearly disclose the calculation method in this Lease, as required by Colorado law: [describe the utility allocation method used]. Landlord may charge an administrative fee for this billing method, not to exceed either 2% of the utility charge or a flat $10.00 per month — Landlord may use only one of these two methods, not both. Landlord will not add any markup to the utility cost itself.",CONDITIONAL,LEASE_CLAUSE,VERIFIED,"CORRECTED this session (2% or $10 flat, not both, not greater-of) - was incorrectly marked UNVERIFIED due to a script bug, fixed"
bed-bug-disclosure-ca,Disclosures,Bed Bug Disclosure,CA,FALSE,,"As required by California law, Landlord provides Tenant the following information about bed bugs: information on their identification, behavior, biology, and prevention; the importance of prompt reporting; Landlord's process for investigating a suspected infestation; and the danger of self-treating with pesticides. Tenant acknowledges receipt of this disclosure.",REQUIRED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
bed-bug-disclosure-me,Disclosures,Bed Bug Disclosure,ME,FALSE,,"As required by Maine law, Landlord discloses whether, to Landlord's knowledge, a unit adjacent to the property is currently infested with bed bugs or is being treated for a bed bug infestation: [describe, or state 'none known']. Tenant may request the date of the property's most recent bed bug inspection.",REQUIRED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
meth-disclosure-va,Disclosures,Methamphetamine Contamination Disclosure,VA,FALSE,,"If Landlord has actual knowledge that the property was used to manufacture methamphetamine and has not been cleaned up in accordance with applicable state standards, Landlord must disclose that fact to Tenant, as required by Virginia law. Landlord discloses: [describe any known contamination and remediation, or state 'none known']. If this disclosure is not made when required, Tenant may have the right to terminate this Lease within 60 days.",CONDITIONAL,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
meth-disclosure-ca,Disclosures,Methamphetamine Contamination Disclosure,CA,FALSE,,"If the property is subject to an order prohibiting occupancy due to methamphetamine contamination that has not been satisfied, Landlord must disclose that fact to Tenant, as required by California law. Landlord discloses: [describe any known contamination order, or state 'none known'].",CONDITIONAL,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
mold-disclosure-ca,Disclosures,Mold Disclosure,CA,FALSE,,"If Landlord knows, or has reasonable cause to believe, that mold is present at the property in an amount that may exceed exposure limits recommended by a health authority, Landlord must disclose that condition to Tenant in writing, as required by California law. Landlord discloses: [describe any known mold condition, or state 'none known'].",CONDITIONAL,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
mold-disclosure-wa,Disclosures,Mold Disclosure,WA,FALSE,,"As required by Washington law, Landlord provides Tenant the Washington State Department of Health's mold information notice, addressing the health effects of indoor mold exposure and the respective responsibilities of Landlord and Tenant for preventing and addressing mold growth. Tenant acknowledges receipt of this disclosure.",REQUIRED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
mold-disclosure-va,Disclosures,Mold Disclosure,VA,FALSE,,"As part of the move-in inspection report for this Lease, Landlord discloses any visible evidence of mold observed at the property, as required by Virginia law: [describe any visible mold observed, or state 'none observed'].",CONDITIONAL,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
flood-disclosure-ca,Disclosures,Flood Disclosure,CA,FALSE,,"If the property is located within a special flood hazard area as designated by the Federal Emergency Management Agency, Landlord must disclose that fact to Tenant and recommend that Tenant consider obtaining renter's insurance covering flood damage, as required by California law.",REQUIRED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
flood-disclosure-tx,Disclosures,Flood Disclosure,TX,FALSE,,"Landlord discloses the property's flood history and flood risk, as required by Texas law: [describe whether the property is located in a 100-year floodplain and any known prior flooding, or state 'Landlord is not aware the property is located in a floodplain or has previously flooded'].",REQUIRED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
flood-disclosure-fl,Disclosures,Flood Disclosure,FL,FALSE,,"As a separate written disclosure required by Florida law, Landlord discloses the property's flood zone designation and, if known, its flood history: [describe, or state 'Landlord is not aware the property is located in a flood zone or has previously flooded']. If Landlord fails to provide this disclosure and the property floods, Tenant may have the right to terminate this Lease.",REQUIRED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
utility-submetering-disclosure-tx,Disclosures,Utility Allocation Disclosure,TX,FALSE,,"If utilities at the property are billed using a ratio or formula rather than a dedicated meter, Landlord will disclose that fact and the calculation method used in this Lease, as required by Texas law: [describe the utility allocation method used].",CONDITIONAL,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
foreclosure-disclosure-nv,Disclosures,Foreclosure Disclosure,NV,FALSE,,"If the property is subject to a pending foreclosure proceeding, Landlord must disclose that fact to Tenant in writing, as required by Nevada law. Landlord discloses: [describe any known foreclosure proceeding, or state 'none known'].",CONDITIONAL,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
foreclosure-disclosure-ca,Disclosures,Foreclosure Disclosure,CA,FALSE,,"If a notice of default has been recorded against the property, Landlord must post or deliver notice of that fact, as required by California law. Landlord discloses: [describe any known foreclosure proceeding, or state 'none known'].",CONDITIONAL,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
sex-offender-registry-notice-ca,Disclosures,Sex Offender Registry Notice,CA,FALSE,,"As required by California law, Landlord provides Tenant the following notice: information about specified registered sex offenders is made available to the public via an internet website maintained by the Department of Justice. Depending on an offender's criminal history, this information will include either the offender's address or the community of residence and ZIP Code.",REQUIRED,LEASE_CLAUSE,UNVERIFIED,"UNCHANGED - pre-existing tag from before this project, not touched this session"
security-deposit-return-co,Security Deposit,Security Deposit Return Timeline,CO,TRUE,security-deposit-return,"The Security Deposit will be returned to Tenant within 30 days after Tenant vacates the property, or within 60 days if this Lease so provides, as required by Colorado law.",CONSTRAINED,LEASE_CLAUSE,VERIFIED,"NEW - replaces the timeline portion of the old security-deposit-cap-co (the cap-amount portion became LANDLORD_EDUCATION, not lease text - flagging this split as a judgment call, not something explicitly re-confirmed with Taylor in this exact form)"
month-to-month-notice-co-exempt,Default & Termination,Month-to-Month Termination Notice (Property Exempt from For-Cause Requirements),CO,TRUE,,"Either Landlord or Tenant may terminate a month-to-month tenancy under this Lease by providing at least 21 days' written notice to the other party, as required by Colorado law, ending on the last day of a rental period. Because [describe the applicable exemption here - e.g. the property is Landlord's primary residence / a short-term rental / an accessory dwelling unit meeting the criteria of C.R.S. section 38-12-1302], this tenancy is not subject to Colorado's for-cause eviction requirements under C.R.S. section 38-12-1301 et seq.",CONSTRAINED,LEASE_CLAUSE,VERIFIED,"NEW - replaces month-to-month-notice-co, Variant A"
month-to-month-notice-co-covered,Default & Termination,Month-to-Month Termination Notice (Subject to For-Cause Requirements),CO,TRUE,,"For the first 12 months of Tenant's occupancy, either Landlord or Tenant may terminate a month-to-month tenancy under this Lease by providing at least 21 days' written notice to the other party, ending on the last day of a rental period. After Tenant has occupied the property for 12 months or more, Landlord may terminate this tenancy or decline to renew it only for cause, or for a qualifying no-fault reason, as defined under C.R.S. section 38-12-1301 et seq., and will provide the notice and statement of legal and factual basis that law requires.",CONSTRAINED,LEASE_CLAUSE,VERIFIED,"NEW - replaces month-to-month-notice-co, Variant B. Which variant applies depends on a property-level exemption flag not yet built (see decision log SS13/Part 13 UX section)"
dv-stalking-termination-co,Default & Termination,"Early Termination - Victim of Unlawful Sexual Behavior, Stalking, or Domestic Violence",CO,TRUE,,"A Tenant who is a victim of unlawful sexual behavior, stalking, domestic violence, or domestic abuse may terminate this Lease and vacate the property without further obligation, upon providing Landlord written notice and the documentation required under Colorado law (a police report from the preceding 120 days, a valid protective or restraining order, or a qualifying advocate's written statement). Notwithstanding this Lease's Early Termination Section, Landlord's compensation for actual damages resulting from a termination under this Section is limited to no more than one month's Rent ({{monthly_rent}}), and Landlord must provide Tenant a written statement of those damages within 30 days of the termination date.",CONDITIONAL,LEASE_CLAUSE,VERIFIED,NEW
ev-charging-rights-co,Parking & Storage,Electric Vehicle Charging Systems,CO,TRUE,,"Notwithstanding any other provision of this Lease, Tenant may install a Level 1 or Level 2 electric vehicle charging system at the property, at Tenant's own expense, for Tenant's own use, subject to the registration and safety requirements below. Landlord will not charge Tenant a fee for the placement or use of the charging system, other than reimbursement for the actual cost of electricity used or a reasonable access fee in place of metering, except as provided below for shared-area installations. Landlord will not restrict Tenant's parking based on Tenant's vehicle being a plug-in hybrid or electric vehicle, as required by Colorado law.",REQUIRED/PROHIBITED,LEASE_CLAUSE,VERIFIED,NEW
ev-charging-requirements-co,Parking & Storage,Electric Vehicle Charging System Requirements,CO,TRUE,,"Tenant will register any electric vehicle charging system with Landlord within 30 days after installation, and will comply with Landlord's bona fide safety requirements consistent with applicable building codes, and with Landlord's reasonable requirements governing the dimensions, placement, and external appearance of the system: [describe any specific safety or aesthetic requirements here]. Tenant will maintain, for as long as the charging system remains installed, an insurance policy covering Tenant's obligations under this Section, naming Landlord as an additional insured. If Landlord places or causes the charging system to be installed at Tenant's request, Landlord may require Tenant to reimburse the cost of installation, including any necessary wiring upgrades.",CONSTRAINED,LEASE_CLAUSE,VERIFIED,NEW
ev-charging-shared-area-co,Parking & Storage,Electric Vehicle Charging System in a Shared Area,CO,TRUE,,"If Tenant wishes to install a charging system in a parking area accessible to other tenants, Landlord may charge Tenant a reasonable fee to reserve the specific parking spot where the system is installed. Unless otherwise agreed in writing, Tenant, and any tenant who later has exclusive rights to that space, is responsible for any damage to the charging system or other property resulting from its installation, maintenance, repair, removal, or replacement.",CONSTRAINED,LEASE_CLAUSE,VERIFIED,NEW
ev-charging-end-of-tenancy-co,Parking & Storage,Electric Vehicle Charging System - End of Tenancy,CO,TRUE,,"A charging system installed at Tenant's expense remains Tenant's property. Upon termination of this Lease, if the charging system is removable, Tenant may remove it, or sell it to Landlord or another tenant at an agreed price - Landlord is under no obligation to purchase it. Tenant is responsible for any damage to the property or the charging system resulting from its removal, consistent with this Lease's Surrender at End of Term Section.",REQUIRED,LEASE_CLAUSE,VERIFIED,NEW
subsidy-late-fee-co,Rent & Payment,Late Fee - Tenant Receiving a Housing Subsidy,CO,TRUE,,"If Tenant's Rent is paid in whole or in part by a housing subsidy program, any late fee assessed under this Lease against Tenant will not exceed $20.00, regardless of the late fee amount otherwise stated in this Lease, as required by Colorado law.",CONSTRAINED,LEASE_CLAUSE,VERIFIED,"NEW - conditional add-on clause, only attaches for subsidy tenancies"
subsidy-habitability-proration-co,Landlord Responsibilities,Habitability Proration - Tenant Receiving a Housing Subsidy,CO,TRUE,,"If Tenant's Rent is paid in whole or in part by a housing subsidy program and the property becomes partially uninhabitable, Rent will be proportionally reduced based on the portion of the property affected, calculated on the total Rent for the property including both the tenant-paid and subsidy-paid portions. If Rent has already been paid for the affected period, Tenant will receive a prorated refund, as required by Colorado law.",REQUIRED,LEASE_CLAUSE,VERIFIED,"NEW - conditional add-on clause, only attaches for subsidy tenancies"
radon-disclosure-co,Disclosures,Radon Disclosure,CO,TRUE,,"Residential real property may present exposure to dangerous levels of indoor radon gas, which may place occupants at risk of developing radon-induced lung cancer. The Colorado Department of Public Health and Environment strongly recommends that all tenants have an indoor radon test performed before leasing residential real property, and recommends having radon levels mitigated if elevated concentrations are found. Elevated radon concentrations can be reduced by a radon mitigation professional. Landlord discloses the following regarding radon testing, concentrations, or mitigation systems at the property, if known: [describe any known radon testing results, concentrations, or mitigation systems, or state 'none known']. Tenant acknowledges receipt of this disclosure and the Colorado Department of Public Health and Environment's radon brochure, attached to this Lease, as required by Colorado law.",REQUIRED,LEASE_CLAUSE,VERIFIED,"NEW - the actual CDPHE brochure PDF still needs to be sourced and attached as a product TODO, separate from this clause text"
assistance-animal-accommodation,Pets,Service and Assistance Animals,CO,TRUE,,"A service animal or other assistance animal that Tenant or an Occupant needs as a reasonable accommodation for a disability is not considered a pet under this Lease, regardless of any pet policy, breed, weight, or size restriction stated elsewhere in this Lease. Landlord will not charge a pet deposit, pet rent, or other pet-related fee for an assistance animal. If the disability and the disability-related need for the animal are not readily apparent, Landlord may request reliable documentation confirming the need for the accommodation, to the extent permitted by applicable law; if the disability and need are readily apparent, Landlord will not require such documentation. Tenant remains responsible for any damage to the property caused by an assistance animal. Landlord may deny or withdraw this accommodation if the specific animal poses a direct threat to the health or safety of others, or would cause substantial physical damage to the property, that cannot be reduced or eliminated by another reasonable accommodation.",REQUIRED,LEASE_CLAUSE,VERIFIED,"NEW - universal/federal baseline (Fair Housing Act), CO tag added since the CO-specific override below was verified against it this session"
assistance-animal-accommodation-co,Pets,Service and Assistance Animals,CO,TRUE,assistance-animal-accommodation,"A service animal or other assistance animal that Tenant or an Occupant needs as a reasonable accommodation for a disability is not considered a pet under this Lease, regardless of any pet policy, breed, weight, or size restriction stated elsewhere in this Lease. Landlord will not charge a pet deposit, pet rent, or other pet-related fee for an assistance animal. If the disability and the disability-related need for the animal are not readily apparent, Landlord may request reliable documentation confirming the need for the accommodation, but will not require details about the nature or severity of Tenant's disability beyond what is necessary to verify the need for the accommodation, as required by Colorado law. If the disability and need are readily apparent, Landlord will not require such documentation. Tenant remains responsible for any damage to the property caused by an assistance animal. Landlord may deny or withdraw this accommodation if the specific animal poses a direct threat to the health or safety of others, or would cause substantial physical damage to the property, that cannot be reduced or eliminated by another reasonable accommodation. Tenant is hereby warned, as required for enforcement under Colorado law, that intentionally misrepresenting an animal as a service animal or assistance animal to obtain a right or privilege under this Section is a criminal offense under C.R.S. sections 18-13-107.3 and 18-13-107.7, punishable by escalating fines.",REQUIRED,LEASE_CLAUSE,VERIFIED,NEW
habitability-notice-co,Landlord Responsibilities,Notice of Habitability Rights,CO,TRUE,,"Every tenant is entitled to safe and habitable housing under Colorado's warranty of habitability, as described in this Lease's Maintenance & Repairs Section. Colorado law prohibits Landlord from retaliating against Tenant in any manner for reporting an unsafe or uninhabitable condition, exercising any right under this Lease, or participating in a tenant organization. To report a condition that may affect the habitability of the property, Tenant should contact Landlord at: [insert landlord's designated habitability-notice contact method, e.g. phone, email, or mailing address].",RECOMMENDED,LEASE_CLAUSE,VERIFIED,"NEW - OPTIONAL clause, not legally required, landlord chooses whether to attach"
utility-allowance-cap-co,Landlord Responsibilities,Utility Allowance with Tenant-Paid Overage,CO,TRUE,,"Landlord's obligation to pay for [specify utility, e.g. water and sewer] under this Lease's Utilities Paid by Landlord Section is limited to [insert monthly utility allowance amount] per month. If the actual utility cost for a given month exceeds this amount, Tenant will reimburse Landlord for the excess within [insert number of days, e.g. 15] days of receiving a copy of the utility provider's bill showing the actual charges for that month. This reimbursement is a separate obligation from Rent: it is not subject to any late fee applicable to Rent under this Lease, will not be characterized as Rent for purposes of any remedy available for nonpayment of Rent, and Landlord's remedies for Tenant's failure to pay it are limited to those otherwise available under this Lease for breach of an obligation other than Rent.",CONSTRAINED,LEASE_CLAUSE,VERIFIED,"NEW - optional add-on, attaches alongside utilities-paid-by-landlord, sourced from Taylor's own observation not the statute walk"
security-deposit-installments-co,Security Deposit,Security Deposit Paid in Installments,CO,TRUE,,"In lieu of paying the Security Deposit in full prior to occupancy, Tenant has elected to pay the Security Deposit in installments of [specify installment amount] due [specify schedule, e.g. on the 1st of each month], over a period of at least six months, as permitted by Colorado law. If Tenant fails to pay an installment when due, Landlord may pursue a civil action to recover the unpaid amount, but Landlord may not terminate this Lease or pursue eviction based solely on a missed installment payment.",REQUIRED/CONSTRAINED,LEASE_CLAUSE,VERIFIED,"NEW - optional, used only when a tenant elects installments; due-at-signing left completely unchanged"
